,State,Year,Month,Residential_MkWh,Industrial_MkWh,Commercial_MkWh,Value,Anomaly
8787,NV,2012,4,653785.0,1133450.0,669857.0,50.5,-0.8
8788,NV,2012,5,978674.0,1226726.0,833011.0,51.1,-0.2
8789,NV,2012,6,1326994.0,1227383.0,865430.0,51.4,0.1
8790,NV,2012,7,1686223.0,1253049.0,939402.0,51.6,0.2
8791,NV,2012,8,1706466.0,1289980.0,941562.0,51.7,0.3
8792,NV,2012,9,1244334.0,1174545.0,856881.0,51.8,0.4
8793,NV,2012,10,815761.0,1151673.0,759764.0,51.8,0.4
8794,NV,2012,11,558048.0,1124354.0,684851.0,52.3,0.9
8795,NV,2012,12,815398.0,1066953.0,729064.0,52.4,1.0
8796,NV,2013,1,1031374.0,1048276.0,708511.0,51.6,0.3
8797,NV,2013,2,721316.0,964353.0,663934.0,51.5,0.2
8798,NV,2013,3,704295.0,1083755.0,734633.0,51.7,0.4
8799,NV,2013,4,660263.0,1098813.0,713750.0,51.6,0.3
8800,NV,2013,5,889630.0,1208380.0,800309.0,51.4,0.1
8801,NV,2013,6,1455674.0,1265331.0,896689.0,51.6,0.3
8802,NV,2013,7,1892476.0,1271937.0,953268.0,51.9,0.5
8803,NV,2013,8,1508010.0,1252071.0,896766.0,51.6,0.2
8804,NV,2013,9,1115573.0,1194144.0,819433.0,51.3,-0.1
8805,NV,2013,10,660927.0,1117027.0,727516.0,50.9,-0.5
8806,NV,2013,11,581783.0,1151886.0,669933.0,50.7,-0.7
8807,NV,2013,12,921111.0,1102595.0,717196.0,50.5,-0.9
8808,NV,2014,1,918822.0,1037452.0,682582.0,51.4,0.1
8809,NV,2014,2,673004.0,988209.0,643246.0,51.9,0.6
8810,NV,2014,3,660429.0,1057477.0,702039.0,51.8,0.5
8811,NV,2014,4,647700.0,1121972.0,694577.0,51.9,0.6
8812,NV,2014,5,884553.0,1194983.0,887277.0,51.9,0.6
8813,NV,2014,6,1404002.0,1248076.0,892479.0,51.8,0.5
8814,NV,2014,7,1782745.0,1290314.0,968346.0,51.8,0.4
8815,NV,2014,8,1511611.0,1220008.0,911429.0,51.6,0.2
8816,NV,2014,9,1262391.0,1249896.0,882633.0,51.8,0.4
8817,NV,2014,10,814060.0,1124011.0,763549.0,52.4,1.0
8818,NV,2014,11,557594.0,1097649.0,683158.0,52.4,1.0
8819,NV,2014,12,799609.0,1102648.0,706775.0,53.0,1.6
8820,NV,2015,1,987791.0,1125742.0,688637.0,53.1,1.8
8821,NV,2015,2,628798.0,980343.0,690860.0,53.4,2.1
8822,NV,2015,3,688189.0,1159602.0,728422.0,53.7,2.4
8823,NV,2015,4,665696.0,1080397.0,722888.0,53.6,2.3
8824,NV,2015,5,809647.0,1188713.0,820742.0,53.5,2.2
8825,NV,2015,6,1461913.0,1265001.0,873016.0,53.8,2.5
8826,NV,2015,7,1677107.0,1256448.0,956475.0,53.4,2.0
8827,NV,2015,8,1596017.0,1363680.0,1020787.0,53.7,2.3
8828,NV,2015,9,1386595.0,1225645.0,857065.0,53.7,2.3
8829,NV,2015,10,949430.0,1153434.0,808141.0,53.8,2.4
8830,NV,2015,11,601106.0,1165302.0,697419.0,53.3,1.9
8831,NV,2015,12,886249.0,1094504.0,749545.0,52.9,1.5
8832,NV,2016,1,1012684.0,1055792.0,687711.0,52.3,1.0
8833,NV,2016,2,705229.0,1097210.0,677854.0,51.9,0.6
8834,NV,2016,3,708545.0,1067338.0,737945.0,51.7,0.4
8835,NV,2016,4,647035.0,1137246.0,719208.0,51.9,0.6
8836,NV,2016,5,832022.0,1125724.0,820761.0,51.8,0.5
8837,NV,2016,6,1631332.0,1210623.0,891230.0,51.7,0.4
8838,NV,2016,7,1737226.0,1369864.0,1042169.0,52.0,0.6
8839,NV,2016,8,1855806.0,1195709.0,987374.0,51.9,0.5
8840,NV,2016,9,1191084.0,1162511.0,853570.0,51.6,0.2
8841,NV,2016,10,712551.0,1148535.0,947118.0,51.4,0.0
8842,NV,2016,11,726092.0,922413.0,742431.0,52.0,0.6
8843,NV,2016,12,932335.0,1022270.0,821705.0,51.9,0.5
8844,NV,2017,1,919135.0,992341.0,795500.0,51.8,0.5
8845,NV,2017,2,697353.0,970354.0,755293.0,51.8,0.5
8846,NV,2017,3,767566.0,994912.0,814609.0,51.9,0.6
8847,NV,2017,4,730599.0,968991.0,781018.0,51.7,0.4
8848,NV,2017,5,973618.0,1095199.0,905066.0,51.8,0.5
8849,NV,2017,6,1529308.0,1180100.0,1105568.0,51.7,0.4
8850,NV,2017,7,2003468.0,1148513.0,1229679.0,51.9,0.5
8851,NV,2017,8,1707382.0,1140878.0,1178124.0,52.1,0.7
8852,NV,2017,9,1212415.0,1141912.0,1011587.0,52.0,0.6
8853,NV,2017,10,799171.0,993964.0,912023.0,51.8,0.4
8854,NV,2017,11,704716.0,981700.0,790215.0,51.9,0.5
8855,NV,2017,12,892059.0,980685.0,844073.0,52.2,0.8
8856,NV,2018,1,840532.0,963151.0,843287.0,53.0,1.7
8857,NV,2018,2,741467.0,895587.0,808965.0,52.6,1.3
8858,NV,2018,3,749394.0,929435.0,955408.0,52.1,0.8
8859,NV,2018,4,793023.0,921583.0,886754.0,52.4,1.1
8860,NV,2018,5,1046990.0,1007094.0,1037457.0,52.4,1.1
8861,NV,2018,6,1519228.0,1036459.0,1117830.0,52.3,1.0
8862,NV,2018,7,1978764.0,1141593.0,1303398.0,52.4,1.0
8863,NV,2018,8,1889708.0,1146419.0,1322225.0,52.4,1.0
8864,NV,2018,9,1387385.0,1072202.0,1080138.0,52.7,1.3
8865,NV,2018,10,829250.0,981742.0,1007505.0,52.7,1.3
8866,NV,2018,11,754141.0,1075418.0,844177.0,52.2,0.8
8867,NV,2018,12,919860.0,1027590.0,916750.0,52.0,0.6
8868,NV,2019,1,916370.0,951421.0,877171.0,51.6,0.3
8869,NV,2019,2,866788.0,874312.0,806413.0,51.3,0.0
8870,NV,2019,3,745515.0,1011783.0,897766.0,51.4,0.1
8871,NV,2019,4,767159.0,969003.0,935830.0,51.4,0.1
8872,NV,2019,5,821907.0,992762.0,1026472.0,50.9,-0.4
8873,NV,2019,6,1349628.0,1287193.0,1072524.0,50.6,-0.7
8874,NV,2019,7,1792484.0,1112583.0,1288801.0,50.3,-1.1
8875,NV,2019,8,1829174.0,1149684.0,1356778.0,50.2,-1.2
8876,NV,2019,9,1287750.0,1087147.0,1174239.0,50.0,-1.4
8877,NV,2019,10,786582.0,981728.0,950350.0,49.6,-1.8
8878,NV,2019,11,745206.0,963738.0,880559.0,49.8,-1.6
8879,NV,2019,12,930231.0,966927.0,947959.0,49.9,-1.5
8880,NV,2020,1,897000.0,1006000.0,914000.0,50.0,-1.3
8881,NV,2020,2,792000.0,933000.0,850000.0,50.5,-0.8
8882,NV,2020,3,767000.0,1044000.0,913000.0,50.5,-0.8
8883,NV,2020,4,815000.0,887000.0,802000.0,50.4,-0.9
8884,NV,2020,5,1183000.0,899000.0,968000.0,51.0,-0.3
8885,NV,2020,6,1500000.0,992000.0,1072000.0,51.1,-0.2
8886,NV,2020,7,1985000.0,1116000.0,1251000.0,51.2,-0.2
8887,NV,2020,8,2065000.0,1115000.0,1278000.0,51.4,0.0
8888,NV,2020,9,1470000.0,1075000.0,1119000.0,51.8,0.4
8889,NV,2020,10,1028000.0,1012000.0,1011000.0,52.6,1.2
8890,NV,2020,11,821000.0,923000.0,893000.0,52.5,1.1
8891,NV,2020,12,998000.0,923000.0,913000.0,52.4,1.0
8892,NV,2021,1,951791.3,964959.53,883917.39,52.3,1.0
8893,NV,2021,2,781846.89,872551.33,785984.2,52.3,1.0
8894,NV,2021,3,813516.17,926007.2,905169.85,52.1,0.8
8895,NV,2021,4,821144.98,947370.3,934851.76,52.2,0.9
8896,NV,2021,5,1108948.9,1033167.0,1050829.1,52.1,0.8
8897,NV,2021,6,1791615.9,1070883.0,1212572.8,52.7,1.4
8898,NV,2021,7,2133777.4,1190641.7,1339379.0,53.0,1.6
8899,NV,2021,8,1923757.7,1187828.1,1291146.7,52.7,1.3
8900,NV,2021,9,1474443.4,1119054.5,1130521.5,52.6,1.2
8901,NV,2021,10,837655.26,1078222.5,968933.21,52.2,0.8
8902,NV,2021,11,768401.06,972811.41,885439.43,52.5,1.1
8903,NV,2021,12,966458.14,996046.56,905070.1,52.5,1.1
8904,NV,2022,1,953334.78,967454.88,913976.89,52.6,1.3
8905,NV,2022,2,809460.54,882816.38,826446.81,52.5,1.2
8906,NV,2022,3,788963.84,969955.6,921732.27,52.8,1.5
8907,NV,2022,4,811846.48,996508.36,929907.95,52.7,1.4
8908,NV,2022,5,1091799.2,1074123.2,1054295.5,52.5,1.2
8909,NV,2022,6,1581219.3,1112572.4,1195113.2,52.0,0.7
8910,NV,2022,7,2034007.6,1172655.2,1337961.2,51.9,0.5
8911,NV,2022,8,1866736.7,1219335.2,1305635.0,52.0,0.6
8912,NV,2022,9,1527722.9,1118513.8,1136797.7,52.2,0.8
8913,NV,2022,10,1008610.1,1090532.1,990423.75,52.6,1.2
8914,NV,2022,11,848206.54,994682.97,888342.43,51.7,0.3
8915,NV,2022,12,984621.09,979488.91,927030.25,51.6,0.2
8916,NV,2023,1,985002.46,942927.89,952885.85,51.2,-0.1
8917,NV,2023,2,860665.39,873381.86,868376.49,50.9,-0.4
8918,NV,2023,3,846955.71,940340.02,942444.5,50.1,-1.2
8919,NV,2023,4,817645.04,943600.3,933429.73,50.0,-1.3
8920,NV,2023,5,1077143.2,1043932.2,1052671.2,50.3,-1.0
8921,NV,2023,6,1221369.0,1065201.5,1127138.6,49.8,-1.5
8922,NV,2023,7,2154911.0,1205012.7,1283251.9,49.8,-1.6
8923,NV,2023,8,1737792.6,1206128.5,1257261.6,49.6,-1.8
8924,NV,2023,9,1214179.3,1105265.6,1075454.8,49.1,-2.3
8925,NV,2023,10,886406.58,1029466.1,1004974.6,48.9,-2.5
8926,NV,2023,11,804601.63,1017412.1,926599.98,49.4,-2.0
8927,NV,2023,12,902148.15,993839.22,942356.82,49.9,-1.5
8928,NY,2000,1,4059443.0,2126434.0,5030668.0,46.8,0.3
8929,NY,2000,2,3717704.0,2066738.0,4754367.0,46.7,0.2
8930,NY,2000,3,3506008.0,2176495.0,4919114.0,47.3,0.8
8931,NY,2000,4,3061177.0,2071369.0,4553974.0,47.2,0.7
8932,NY,2000,5,3148177.0,2109514.0,5029288.0,47.1,0.6
8933,NY,2000,6,3529350.0,2184749.0,5287324.0,46.9,0.4
8934,NY,2000,7,3972803.0,2206414.0,5490243.0,46.3,-0.2
8935,NY,2000,8,4039139.0,2232377.0,5499608.0,46.3,-0.2
8936,NY,2000,9,3752236.0,2176799.0,5219630.0,46.0,-0.5
8937,NY,2000,10,3154700.0,2122894.0,4842359.0,46.1,-0.4
8938,NY,2000,11,3196737.0,2180681.0,4432984.0,45.7,-0.8
8939,NY,2000,12,3880097.0,2183834.0,4704602.0,44.9,-1.6
8940,NY,2001,1,4175334.0,2041395.0,5313361.0,45.2,-1.3
8941,NY,2001,2,3701674.0,2331436.0,4835573.0,45.1,-1.4
8942,NY,2001,3,3682958.0,2128752.0,4849454.0,44.2,-2.3
8943,NY,2001,4,3251181.0,2052815.0,4650166.0,44.4,-2.1
8944,NY,2001,5,3090920.0,2111628.0,4751675.0,44.4,-2.1
8945,NY,2001,6,3468904.0,2357077.0,5232500.0,44.5,-2.0
8946,NY,2001,7,4220175.0,1469105.0,5724746.0,44.6,-1.9
8947,NY,2001,8,4420472.0,2339671.0,5705608.0,45.0,-1.5
8948,NY,2001,9,4041795.0,2282015.0,5435377.0,45.1,-1.4
8949,NY,2001,10,3264368.0,2101872.0,4754674.0,45.2,-1.3
8950,NY,2001,11,3258001.0,2245332.0,4600792.0,45.8,-0.7
8951,NY,2001,12,3659810.0,1988619.0,4952293.0,46.9,0.4
8952,NY,2002,1,4077941.0,1942549.0,5023245.0,47.5,1.0
8953,NY,2002,2,3601793.0,2080316.0,4785943.0,47.9,1.4
8954,NY,2002,3,3527318.0,1930703.0,4728987.0,48.3,1.8
8955,NY,2002,4,3329310.0,2036667.0,4716476.0,48.4,1.9
8956,NY,2002,5,3255847.0,2111287.0,4828304.0,47.9,1.4
8957,NY,2002,6,3524380.0,2085607.0,5301420.0,47.9,1.4
8958,NY,2002,7,4765009.0,2161923.0,6087030.0,48.3,1.8
8959,NY,2002,8,5124027.0,2221627.0,6132144.0,48.2,1.7
8960,NY,2002,9,4354500.0,2373310.0,5530650.0,48.5,2.0
8961,NY,2002,10,3480954.0,2048527.0,5071780.0,48.2,1.7
8962,NY,2002,11,3416228.0,2156035.0,4778777.0,47.6,1.1
8963,NY,2002,12,3999722.0,1999454.0,5285763.0,46.8,0.3
8964,NY,2003,1,4432821.0,1804977.0,6261901.0,45.6,-0.9
8965,NY,2003,2,4049742.0,1841747.0,5853822.0,44.7,-1.8
8966,NY,2003,3,3919260.0,1716704.0,5825352.0,44.6,-1.9
8967,NY,2003,4,3437483.0,1801824.0,5400680.0,44.2,-2.3
8968,NY,2003,5,3246194.0,1865078.0,5519509.0,44.4,-2.1
8969,NY,2003,6,3462773.0,1832609.0,5889137.0,44.3,-2.2
8970,NY,2003,7,4516816.0,1891357.0,6945865.0,44.1,-2.4
8971,NY,2003,8,4787595.0,1918342.0,6914110.0,44.1,-2.4
8972,NY,2003,9,4266498.0,1852952.0,6432344.0,43.9,-2.6
8973,NY,2003,10,3494177.0,1733117.0,5762413.0,43.9,-2.6
8974,NY,2003,11,3450476.0,1771786.0,5590153.0,44.3,-2.2
8975,NY,2003,12,4052052.0,1714016.0,6099901.0,44.5,-2.0
8976,NY,2004,1,4473465.0,1780950.0,6368934.0,44.4,-2.1
8977,NY,2004,2,4171308.0,1729385.0,6174482.0,44.7,-1.8
8978,NY,2004,3,3825097.0,1751373.0,5855264.0,44.9,-1.6
8979,NY,2004,4,3484466.0,1727162.0,5767835.0,45.1,-1.4
8980,NY,2004,5,3334906.0,1607123.0,5879597.0,45.5,-1.0
8981,NY,2004,6,3657837.0,1742437.0,6387567.0,45.5,-1.0
8982,NY,2004,7,4403418.0,1777710.0,6937194.0,45.4,-1.1
8983,NY,2004,8,4547935.0,1798697.0,6742855.0,45.1,-1.4
8984,NY,2004,9,4315192.0,1749098.0,6502082.0,45.3,-1.2
8985,NY,2004,10,3564614.0,1677398.0,5914925.0,45.4,-1.1
8986,NY,2004,11,3502713.0,1710033.0,5697505.0,45.3,-1.2
8987,NY,2004,12,4097926.0,1623682.0,6149688.0,45.2,-1.3
8988,NY,2005,1,4483042.0,1591897.0,6420852.0,45.7,-0.8
8989,NY,2005,2,4047548.0,1603705.0,6098651.0,45.9,-0.6
8990,NY,2005,3,4036110.0,1605737.0,6144315.0,45.3,-1.2
8991,NY,2005,4,3494562.0,1665464.0,5741604.0,45.4,-1.1
8992,NY,2005,5,3252611.0,1616746.0,5674668.0,44.8,-1.7
8993,NY,2005,6,3921290.0,1726203.0,6476791.0,45.4,-1.1
8994,NY,2005,7,5137675.0,1751621.0,7360312.0,45.7,-0.8
8995,NY,2005,8,5513364.0,1643490.0,7378632.0,46.1,-0.4
8996,NY,2005,9,4894758.0,1799625.0,7043994.0,46.2,-0.3
8997,NY,2005,10,3882004.0,1683300.0,6325632.0,46.3,-0.2
8998,NY,2005,11,3640468.0,1636312.0,5761881.0,46.4,-0.1
8999,NY,2005,12,4229420.0,1622452.0,6394475.0,46.2,-0.3
9000,NY,2006,1,4357462.0,1196257.0,6328985.0,47.2,0.7
9001,NY,2006,2,3938950.0,1113995.0,5940954.0,47.2,0.7
9002,NY,2006,3,3929709.0,1307603.0,5998620.0,47.6,1.1
9003,NY,2006,4,3359160.0,1165817.0,5857874.0,47.6,1.1
9004,NY,2006,5,3232719.0,1224208.0,5809752.0,48.0,1.5
9005,NY,2006,6,3837986.0,1295651.0,6515262.0,47.6,1.1
9006,NY,2006,7,4964333.0,1305299.0,7463608.0,47.6,1.1
9007,NY,2006,8,5374556.0,1352031.0,7261852.0,47.3,0.8
9008,NY,2006,9,4188219.0,1245545.0,6602972.0,46.9,0.4
9009,NY,2006,10,3678747.0,1199494.0,5974758.0,46.6,0.1
9010,NY,2006,11,3542544.0,1241231.0,6070767.0,46.8,0.3
9011,NY,2006,12,4022364.0,1329288.0,6203182.0,47.6,1.1
9012,NY,2007,1,4322642.0,1432945.0,6099301.0,47.2,0.7
9013,NY,2007,2,4197325.0,1568609.0,5956019.0,46.5,0.0
9014,NY,2007,3,4039552.0,1518807.0,5999563.0,46.4,-0.1
9015,NY,2007,4,3523933.0,1630289.0,5632292.0,46.0,-0.5
9016,NY,2007,5,3612651.0,1755867.0,5670252.0,46.1,-0.4
9017,NY,2007,6,4087220.0,1750965.0,6402300.0,46.2,-0.3
9018,NY,2007,7,5062429.0,1788516.0,6865961.0,45.8,-0.7
9019,NY,2007,8,5071824.0,1841889.0,6850576.0,45.9,-0.6
9020,NY,2007,9,4439623.0,1805152.0,6726163.0,46.2,-0.3
9021,NY,2007,10,3894780.0,1749384.0,6271318.0,46.9,0.4
9022,NY,2007,11,3713091.0,1717062.0,5788768.0,46.4,-0.1
9023,NY,2007,12,4276374.0,1653098.0,6063592.0,45.7,-0.8
9024,NY,2008,1,4446401.0,1212372.0,6373878.0,45.7,-0.8
9025,NY,2008,2,4068432.0,1244154.0,6272320.0,46.3,-0.2
9026,NY,2008,3,3953303.0,1160039.0,6323978.0,46.3,-0.2
9027,NY,2008,4,3442154.0,1194750.0,5807263.0,46.9,0.4
9028,NY,2008,5,3275642.0,1255842.0,5831826.0,46.5,0.0
9029,NY,2008,6,4088496.0,1266139.0,6692967.0,46.6,0.1
9030,NY,2008,7,5072555.0,1233877.0,7372038.0,46.8,0.3
9031,NY,2008,8,4972710.0,1214051.0,7238534.0,46.5,0.0
9032,NY,2008,9,4274671.0,1318396.0,6896420.0,46.4,-0.1
9033,NY,2008,10,3618476.0,1217698.0,6148302.0,45.7,-0.8
9034,NY,2008,11,3546398.0,1230826.0,5952510.0,45.7,-0.8
9035,NY,2008,12,4274712.0,1137166.0,6505560.0,45.8,-0.7
9036,NY,2009,1,4760298.0,1093069.0,6687283.0,44.9,-1.6
9037,NY,2009,2,4139969.0,1082259.0,6230822.0,45.0,-1.5
9038,NY,2009,3,3966616.0,1048063.0,6026173.0,45.3,-1.2
9039,NY,2009,4,3509997.0,1128276.0,5776489.0,45.1,-1.4
9040,NY,2009,5,3471609.0,1028987.0,5854161.0,45.4,-1.1
9041,NY,2009,6,3544239.0,1139229.0,6143499.0,45.0,-1.5
9042,NY,2009,7,4305002.0,1126661.0,6866359.0,44.7,-1.8
9043,NY,2009,8,4947395.0,1095526.0,7180000.0,44.9,-1.6
9044,NY,2009,9,4162908.0,1270986.0,6641866.0,44.7,-1.8
9045,NY,2009,10,3623613.0,1147331.0,5942175.0,44.7,-1.8
9046,NY,2009,11,3564894.0,1132667.0,5742043.0,45.1,-1.4
9047,NY,2009,12,4249302.0,1123527.0,6256247.0,45.0,-1.5
9048,NY,2010,1,4669201.0,1084720.0,6459176.0,45.6,-0.9
9049,NY,2010,2,4110006.0,1052418.0,6143969.0,45.5,-1.0
9050,NY,2010,3,3914836.0,1075281.0,5998208.0,46.0,-0.5
9051,NY,2010,4,3346928.0,1110440.0,5622522.0,46.2,-0.3
9052,NY,2010,5,3409430.0,1096697.0,5938140.0,46.5,0.0
9053,NY,2010,6,4214011.0,1178468.0,6654533.0,46.8,0.3
9054,NY,2010,7,5659242.0,1158398.0,7605767.0,47.3,0.8
9055,NY,2010,8,5582113.0,1257437.0,7503301.0,47.3,0.8
9056,NY,2010,9,4276815.0,1167082.0,7115380.0,47.5,1.0
9057,NY,2010,10,3734312.0,1117015.0,6155386.0,47.8,1.3
9058,NY,2010,11,3611571.0,1076022.0,5758272.0,47.4,0.9
9059,NY,2010,12,4417184.0,1106485.0,6321023.0,47.3,0.8
9060,NY,2011,1,4717252.0,1093624.0,6343171.0,47.0,0.5
9061,NY,2011,2,4300851.0,1068048.0,6141514.0,46.8,0.3
9062,NY,2011,3,4038110.0,1078643.0,6147997.0,46.2,-0.3
9063,NY,2011,4,3675740.0,1131766.0,5709894.0,45.8,-0.7
9064,NY,2011,5,3557054.0,1082880.0,5821564.0,45.8,-0.7
9065,NY,2011,6,4137928.0,1153648.0,6591366.0,45.8,-0.7
9066,NY,2011,7,5386772.0,1175712.0,7388969.0,45.8,-0.7
9067,NY,2011,8,5406845.0,1195400.0,7322466.0,45.7,-0.8
9068,NY,2011,9,4600368.0,1098940.0,6876644.0,45.9,-0.6
9069,NY,2011,10,3743979.0,1175022.0,6192300.0,46.0,-0.5
9070,NY,2011,11,3620782.0,1089242.0,5786548.0,46.4,-0.1
9071,NY,2011,12,4053918.0,1077228.0,6083365.0,47.1,0.6
9072,NY,2012,1,4396791.0,1041987.0,6206227.0,47.7,1.2
9073,NY,2012,2,4046413.0,1049612.0,5987171.0,48.4,1.9
9074,NY,2012,3,3791742.0,1100564.0,5934978.0,49.5,3.0
9075,NY,2012,4,3394313.0,1114889.0,5738795.0,49.4,2.9
9076,NY,2012,5,3548281.0,1098931.0,5843523.0,49.6,3.1
9077,NY,2012,6,4135254.0,1147907.0,6546233.0,49.5,3.0
9078,NY,2012,7,5485306.0,1156302.0,7347840.0,49.5,3.0
9079,NY,2012,8,5652107.0,1156316.0,7302886.0,49.6,3.1
9080,NY,2012,9,4764353.0,1287824.0,7248951.0,49.4,2.9
9081,NY,2012,10,3599866.0,1201150.0,6140382.0,49.5,3.0
9082,NY,2012,11,3666343.0,1185310.0,5682954.0,48.9,2.4
9083,NY,2012,12,4210736.0,1164539.0,6038024.0,48.8,2.3
9084,NY,2013,1,4466173.0,1493205.0,6265098.0,48.7,2.2
9085,NY,2013,2,4229775.0,1472366.0,6187003.0,48.2,1.7
9086,NY,2013,3,4035969.0,1396627.0,6024408.0,47.1,0.6
9087,NY,2013,4,3682231.0,1580087.0,5772914.0,47.1,0.6
9088,NY,2013,5,3531244.0,1443281.0,5826305.0,46.8,0.3
9089,NY,2013,6,4155001.0,1494686.0,6478037.0,46.7,0.2
9090,NY,2013,7,5550457.0,1519842.0,7350699.0,46.7,0.2
9091,NY,2013,8,5212450.0,1534896.0,7300010.0,46.5,0.0
9092,NY,2013,9,4464407.0,1551373.0,6864584.0,46.4,-0.1
9093,NY,2013,10,3573595.0,1519279.0,6126683.0,46.4,-0.1
9094,NY,2013,11,3468764.0,1445088.0,5866067.0,46.2,-0.3
9095,NY,2013,12,4407304.0,1460222.0,6280512.0,45.7,-0.8
9096,NY,2014,1,4870826.0,1455406.0,6434845.0,45.1,-1.4
9097,NY,2014,2,4550076.0,1497619.0,6390265.0,44.7,-1.8
9098,NY,2014,3,4301046.0,1379241.0,6231001.0,44.2,-2.3
9099,NY,2014,4,3669010.0,1426931.0,5894033.0,44.2,-2.3
9100,NY,2014,5,3458451.0,1538571.0,5921944.0,44.1,-2.4
9101,NY,2014,6,3914493.0,1554301.0,6355475.0,44.2,-2.3
9102,NY,2014,7,4902128.0,1561207.0,7175531.0,43.9,-2.6
9103,NY,2014,8,4681983.0,1565817.0,6941495.0,43.8,-2.7
9104,NY,2014,9,4331593.0,1603255.0,6883523.0,44.0,-2.5
9105,NY,2014,10,3514736.0,1528767.0,6134277.0,44.0,-2.5
9106,NY,2014,11,3597508.0,1516110.0,5873755.0,44.1,-2.4
9107,NY,2014,12,4183066.0,1375752.0,6304670.0,44.5,-2.0
9108,NY,2015,1,4659802.0,1478349.0,6378557.0,44.5,-2.0
9109,NY,2015,2,4495935.0,1469564.0,6326259.0,43.7,-2.8
9110,NY,2015,3,4427013.0,1413790.0,6388222.0,43.8,-2.7
9111,NY,2015,4,3689894.0,1520352.0,5868835.0,43.8,-2.7
9112,NY,2015,5,3444009.0,1080423.0,5899782.0,44.2,-2.3
9113,NY,2015,6,4010418.0,1938198.0,6458809.0,44.0,-2.5
9114,NY,2015,7,4864376.0,1563928.0,7125734.0,44.0,-2.5
9115,NY,2015,8,5337156.0,1589213.0,7287372.0,44.2,-2.3
9116,NY,2015,9,4949532.0,1596848.0,7158922.0,44.6,-1.9
9117,NY,2015,10,3775683.0,1499344.0,6169122.0,44.3,-2.2
9118,NY,2015,11,3380184.0,1483194.0,5813201.0,44.9,-1.6
9119,NY,2015,12,3978744.0,1445998.0,6130811.0,45.7,-0.8
9120,NY,2016,1,4341889.0,1473566.0,6240173.0,46.3,-0.2
9121,NY,2016,2,4083644.0,1449252.0,6054607.0,47.8,1.3
9122,NY,2016,3,3871539.0,1407446.0,6120763.0,48.8,2.3
9123,NY,2016,4,3379162.0,1461073.0,5674902.0,48.6,2.1
9124,NY,2016,5,3323302.0,1466358.0,5767404.0,48.2,1.7
9125,NY,2016,6,4083398.0,1501036.0,6487543.0,48.3,1.8
9126,NY,2016,7,5379175.0,1552288.0,7257732.0,48.5,2.0
9127,NY,2016,8,5908407.0,1566910.0,7559337.0,48.8,2.3
9128,NY,2016,9,5108569.0,1499387.0,7204139.0,48.6,2.1
9129,NY,2016,10,3716537.0,1397322.0,6145489.0,48.8,2.3
9130,NY,2016,11,3513423.0,1475967.0,5848510.0,48.6,2.1
9131,NY,2016,12,4122240.0,1458614.0,6146369.0,47.7,1.2
9132,NY,2017,1,4450519.0,1366437.0,6358592.0,48.0,1.5
9133,NY,2017,2,3880712.0,1336287.0,6248334.0,48.3,1.8
9134,NY,2017,3,3952987.0,1338416.0,5767657.0,47.5,1.0
9135,NY,2017,4,3451933.0,1502348.0,5663549.0,48.2,1.7
9136,NY,2017,5,3303746.0,1447541.0,5606700.0,48.0,1.5
9137,NY,2017,6,4049598.0,1475645.0,6324957.0,48.0,1.5
9138,NY,2017,7,5209856.0,1584948.0,7141020.0,47.8,1.3
9139,NY,2017,8,5037600.0,1625132.0,7049523.0,47.4,0.9
9140,NY,2017,9,4213790.0,1581710.0,6637877.0,47.3,0.8
9141,NY,2017,10,3704700.0,1493889.0,6327172.0,47.7,1.2
9142,NY,2017,11,3603216.0,1544215.0,6027448.0,47.3,0.8
9143,NY,2017,12,4222102.0,1514888.0,6180655.0,46.9,0.4
9144,NY,2018,1,4848237.0,1475485.0,6504688.0,46.2,-0.3
9145,NY,2018,2,4105430.0,1448418.0,6137072.0,46.1,-0.4
9146,NY,2018,3,3940105.0,1413936.0,6001528.0,46.2,-0.3
9147,NY,2018,4,3580684.0,1426997.0,5808986.0,45.3,-1.2
9148,NY,2018,5,3472369.0,1421649.0,5799648.0,45.8,-0.7
9149,NY,2018,6,4036629.0,1400177.0,6413282.0,45.8,-0.7
9150,NY,2018,7,5419405.0,1597251.0,7219570.0,46.0,-0.5
9151,NY,2018,8,5642510.0,1624429.0,7423019.0,46.4,-0.1
9152,NY,2018,9,5146433.0,1596378.0,7071506.0,46.5,0.0
9153,NY,2018,10,3920784.0,1506897.0,6303482.0,45.9,-0.6
9154,NY,2018,11,3717902.0,1497528.0,5859523.0,45.7,-0.8
9155,NY,2018,12,4322759.0,1667649.0,6203160.0,46.2,-0.3
9156,NY,2019,1,4493397.0,1442184.0,6260239.0,46.2,-0.3
9157,NY,2019,2,4192613.0,1367876.0,6224697.0,45.8,-0.7
9158,NY,2019,3,4051426.0,1326928.0,5958074.0,45.8,-0.7
9159,NY,2019,4,3390680.0,1364541.0,5634427.0,46.3,-0.2
9160,NY,2019,5,3396675.0,1113960.0,5713038.0,45.8,-0.7
9161,NY,2019,6,3870520.0,1459386.0,6110532.0,45.8,-0.7
9162,NY,2019,7,5485504.0,1626743.0,7120555.0,45.8,-0.7
9163,NY,2019,8,5585664.0,1467856.0,7239483.0,45.5,-1.0
9164,NY,2019,9,4357409.0,1419890.0,6618392.0,45.2,-1.3
